parent_document_id,document_id,HaveSeenImages,accumulated_accuracy,all_accumulated_accuracy,anRepeatedItem,browser,browser_version,codeversion,condition,correct,correct_appear1,correct_appear2,correct_response,correct_response_key,current_assignmentTypesWithinList,designversion,failed_audio,failed_images,failed_video,fullscreen,height,id,id_picName,internal_node_id,is_changedfullscreen,is_chosenFinal,is_currentObjAppear1,is_finished,is_old,is_studied_appear0_initial,is_studied_appear1_initial,is_studied_appear2_initial,is_tested_appear0_initial,is_tested_appear1_initial,is_tested_appear2_initial,listNum_appear0_initial,listNum_appear1_initial,listNum_appear2_initial,listNum_infinalOrder,listNum_pickedFrom,microphone,mobile,num_CurrObjAppear,os,presPos_digit,question_order,recognition_correct,response,responsesum,rt,session_id,stimulus,stimulusConditionName_nPlusOneTrial,stimulusConditions,stimulus_id,studyPos_appear0_initial,studyPos_appear1_initial,studyPos_appear2_initial,study_id,subject_id,success,sum_currList,task,testPos_appear0_initial,testPos_appear1_initial,testPos_appear2_initial,testPos_final,time_elapsed,timeout,timepassed_mins,trial_index,trial_type,type_code_studiedCurr,type_code_testiedCurr,type_code_testiedNext,type_comment,vsync_rate,webaudio,webcam,width
100896,25HbEsv6X7Jb59Q0J28X,No,,0,False,,,2,r,,,,,,T_target,3,,,,,1728,100896,1 (1106).jpg,0.0-9.0-2.0-0.28,0,False,True,3,,True,True,False,True,True,False,5,5,0,,0,,,1,,,,,,,,,images/1 (1106).jpg,B,B,,29,29,0,,100896,,,initial_study,30,30,0,0,13546,,0.23,339,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
100896,2WXcNZjWeHVMBYc0y9ls,No,,0,False,,,2,r,,,,,,T_target,3,,,,,1728,100896,1 (1748).jpg,0.0-9.0-2.0-0.13,0,True,True,3,,True,True,False,True,True,False,5,5,0,3,0,,,1,,,,,,,,,images/1 (1748).jpg,B,B,,14,14,0,,100896,,,initial_study,13,13,0,133,13358,,0.23,324,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
100896,2cKuUoVgfbKueJ2doIhT,No,0,0,False,,,2,r,False,False,,,f,T_foil,3,,,,,1728,100896,1 (1320).jpg,0.0-5.0-10.0-0.27,0,True,True,3,False,False,False,False,True,True,False,1,1,False,1,0,,,1,,,,0,,,,,images/1 (1320).jpg,Fn+1,Fn,,0,0,0,,100896,,,initialTest_response,28,28,0,19,9464,,0.16,78,image-keyboard-response,0,1,0,"tested only, not in next trial",,,,2562
100896,2fGlVHkfuGvtvRFEyVqv,No,,0,,,,2,r,,,,,,,3,,,,,1728,100896,,0.0-6.0-5.0-0.7,0,,,3,,,,,,,,2,,,,,,,,,8,,,,,,,4,,,4,,,,,100896,,52,digitPresentation,,,,,10017,,0.17,122,html-keyboard-response,,,,,,,,2562
100896,2i8EvirAD6FhAB5tO1fE,No,,0,False,,,2,r,,,,,,T_target,3,,,,,1728,100896,1 (1115).jpg,0.0-7.0-2.0-0.26,0,True,True,3,,True,True,False,True,True,False,3,3,0,10,0,,,1,,,,,,,,,images/1 (1115).jpg,B,B,,27,27,0,,100896,,,initial_study,20,20,0,448,11094,,0.19,185,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
100896,2xm1lI6qakV8h9BSIzmT,No,,0,,,,2,r,,,,,,,3,,,,,1728,100896,,0.0-8.0-5.0-0.1,0,,,3,,,,,,,,4,,,,,,,,,2,,,,,,,5,,,5,,,,,100896,,57,digitPresentation,,,,,12376,,0.21,268,html-keyboard-response,,,,,,,,2562
100896,3CQAeLs8vNy8vEYUoNWi,No,,0,,,,2,r,,,,,,,3,,,,,1728,100896,,0.0-5.0-1.0-0.0,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:60px;"">+</div>",,,,,,,,100896,,,fixation,,,,,8346,,0.14,6,html-keyboard-response,,,,,,,,2562
100896,3KX0zZiJ4lEKi4yjFszZ,No,0,0,False,,,2,r,False,False,,,j,T_target,3,,,,,1728,100896,1 (1426).jpg,0.0-6.0-10.0-0.15,0,True,True,3,False,True,True,False,True,True,False,2,2,False,,0,,,1,,,,0,,,,,images/1 (1426).jpg,B,B,,17,17,0,,100896,,,initialTest_response,16,16,0,269,10426,,0.18,142,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
100896,3QdaCHizvbrrNiGU8jF8,No,,0,False,,,2,r,,,,,,T_nontarget,3,,,,,1728,100896,1 (2290).jpg,0.0-8.0-2.0-0.26,0,False,True,3,,True,True,False,False,False,False,4,4,0,,0,,,1,,,,,,,,,images/1 (2290).jpg,A,A,,27,27,0,,100896,,,initial_study,0,0,0,0,12299,,0.21,261,image-keyboard-response,1,0,0,"studied only, not in trial",,,,2562
100896,3SJ8sn5tjUOGb3gU7NAo,No,0,0,False,,,2,r,False,False,,,j,T_target,3,,,,,1728,100896,1 (574).jpg,0.0-5.0-10.0-0.25,0,True,True,3,False,True,True,False,True,True,False,1,1,False,,0,,,1,,,,0,,,,,images/1 (574).jpg,B,B,,14,14,0,,100896,,,initialTest_response,26,26,0,98,9420,,0.16,76,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
100896,3Z3E5jUsF62seIxeuAWU,No,,0,,,,2,r,,,,,,,3,,,,,1728,100896,,0.0-8.0-8.0-0.0,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,Now judge if you have seen this pictures from the list you JUST studied before the digits,,,,,,,,100896,,,prompt,,,,,12478,,0.21,277,html-keyboard-response,,,,,,,,2562
100896,3ihxMq06FXUdx790K57d,No,,0,True,,,2,r,,,,,,T_target,3,,,,,1728,100896,1 (2312).jpg,0.0-7.0-2.0-0.7,0,True,True,3,,True,True,False,True,True,True,3,3,4,2,0,,,1,,,,,,,,,images/1 (2312).jpg,Dn+1,Dn,,8,8,0,,100896,,,initial_study,25,25,19,102,10872,,0.19,166,image-keyboard-response,1,1,1,"current target, in next trial",,,,2562
100896,3jYML8ysj10map502may,No,,0,False,,,2,r,,,,,,T_nontarget,3,,,,,1728,100896,1 (1028).jpg,0.0-5.0-2.0-0.17,0,False,True,3,,True,True,False,False,False,False,1,1,0,,0,,,1,,,,,,,,,images/1 (1028).jpg,A,A,,18,18,0,,100896,,,initial_study,0,0,0,0,8553,,0.15,24,image-keyboard-response,1,0,0,"studied only, not in trial",,,,2562
100896,3n1hFWpQLQY84ze2o9iM,No,,0,False,,,2,r,,,,,,T_nontarget,3,,,,,1728,100896,1 (1364).jpg,0.0-9.0-2.0-0.29,0,True,True,3,,True,True,False,False,False,False,5,5,0,7,0,,,1,,,,,,,,,images/1 (1364).jpg,A,A,,30,30,0,,100896,,,initial_study,0,0,0,336,13558,,0.23,340,image-keyboard-response,1,0,0,"studied only, not in trial",,,,2562
100896,3nwFwX7rASq6NSgi3m2y,No,0,0,False,,,2,r,False,False,,,f,T_foil,3,,,,,1728,100896,1 (1021).jpg,0.0-5.0-10.0-0.0,0,False,True,3,False,False,False,False,True,True,False,1,1,False,,0,,,1,,,,0,,,,,images/1 (1021).jpg,Fn+1,Fn,,0,0,0,,100896,,,initialTest_response,1,1,0,0,8859,,0.15,51,image-keyboard-response,0,1,0,"tested only, not in next trial",,,,2562
100896,3tZ5stHlk50KGDwuQCPR,No,,0,,,,2,r,,,,,,,3,,,,,1728,100896,,0.0-8.0-5.0-0.3,0,,,3,,,,,,,,4,,,,,,,,,4,,,,,,,6,,,6,,,,,100896,,57,digitPresentation,,,,,12398,,0.21,270,html-keyboard-response,,,,,,,,2562
100896,3xi4e3CH9Jkcw9Rpj18H,No,,0,,,,2,r,,,,,,,3,,,,,1728,100896,,0.0-9.0-0.0-0.0,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,"
    <p style='text-align: justify;color: black;background: white;font: caption-;''>
        Press the 'enter' key to see the next list of pictures. </p>
    ",,,,,,,,100896,,,,,,,,13178,,0.23,309,html-keyboard-response,,,,,,,,2562
100896,48SNxYCOgxNCh2LRZ6Kb,No,,0,,,,2,r,,,,,,,3,,,,,1728,100896,,0.0-9.0-4.0-0.0,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:60px;"">+</div>",,,,,,,,100896,,,fixation,,,,,13581,,0.23,342,html-keyboard-response,,,,,,,,2562
100896,48pKUsT9Qs6kVqZULs3x,No,0,0,True,,,2,r,False,False,False,,j,T_target,3,,,,,1728,100896,1 (2355).jpg,0.0-6.0-10.0-0.17,0,True,True,3,False,True,True,False,True,True,True,2,2,3,,0,,,1,,,,0,,,,,images/1 (2355).jpg,Dn+1,Dn,,26,26,0,,100896,,,initialTest_response,18,18,18,202,10471,,0.18,144,image-keyboard-response,1,1,1,"current target, in next trial",,,,2562
100896,4Q7d1eaPQfZfCMaOKemu,No,,0,True,,,2,r,,,,,,T_nontarget,3,,,,,1728,100896,1 (865).jpg,0.0-9.0-2.0-0.16,0,True,True,3,,True,True,False,False,False,True,5,5,6,8,0,,,1,,,,,,,,,images/1 (865).jpg,Cn+1,Cn,,17,17,0,,100896,,,initial_study,0,0,29,377,13391,,0.23,327,image-keyboard-response,1,0,1,"studied only, in next trial",,,,2562
100896,4RWZkViiZz18cSK5VE12,No,,0,False,,,2,r,,,,,,T_target,3,,,,,1728,100896,1 (2369).jpg,0.0-6.0-2.0-0.11,0,False,True,3,,True,True,False,True,True,False,2,2,0,,0,,,1,,,,,,,,,images/1 (2369).jpg,B,B,,12,12,0,,100896,,,initial_study,23,23,0,0,9688,,0.17,94,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
100896,4vZTzWbp9hc0rNhKcHe0,No,,0,,,,2,r,,,,,,,3,,,,,1728,100896,,0.0-5.0-5.0-0.7,0,,,3,,,,,,,,1,,,,,,,,,8,,,,,,,6,,,6,,,,,100896,,49,digitPresentation,,,,,8801,,0.15,46,html-keyboard-response,,,,,,,,2562
100896,5I9jEnkWNtJGmZNZXo16,No,,0,False,,,2,r,,,,,,T_nontarget,3,,,,,1728,100896,1 (1584).jpg,0.0-9.0-2.0-0.17,0,False,True,3,,True,True,False,False,False,False,5,5,0,,0,,,1,,,,,,,,,images/1 (1584).jpg,A,A,,18,18,0,,100896,,,initial_study,0,0,0,0,13402,,0.23,328,image-keyboard-response,1,0,0,"studied only, not in trial",,,,2562
100896,5R7FTotYvVibWB6Ih7LF,No,,0,True,,,2,r,,,,,,T_nontarget,3,,,,,1728,100896,1 (1435).jpg,0.0-5.0-2.0-0.15,0,True,True,3,,True,True,False,False,False,True,1,1,2,6,0,,,1,,,,,,,,,images/1 (1435).jpg,Cn+1,Cn,,16,16,0,,100896,,,initial_study,0,0,13,292,8530,,0.15,22,image-keyboard-response,1,0,1,"studied only, in next trial",,,,2562
100896,5ULAOnTzM7fevi6OZBOR,No,,0,,,,2,r,,,,,,,3,,,,,1728,100896,,0.0-6.0-5.0-0.2,0,,,3,,,,,,,,2,,,,,,,,,3,,,,,,,7,,,7,,,,,100896,,52,digitPresentation,,,,,9960,,0.17,117,html-keyboard-response,,,,,,,,2562
100896,5btymLUvzDLsZrTbXBc6,No,,0,False,,,2,r,,,,,,T_nontarget,3,,,,,1728,100896,1 (1490).jpg,0.0-7.0-2.0-0.16,0,False,True,3,,True,True,False,False,False,False,3,3,0,,0,,,1,,,,,,,,,images/1 (1490).jpg,A,A,,17,17,0,,100896,,,initial_study,0,0,0,0,10976,,0.19,175,image-keyboard-response,1,0,0,"studied only, not in trial",,,,2562
100896,5z8N8VE3guY8JxNFmscA,No,0,0,False,,,2,r,False,False,,,f,T_foil,3,,,,,1728,100896,1 (2200).jpg,0.0-5.0-10.0-0.16,0,True,True,3,False,False,False,False,True,True,False,1,1,False,3,0,,,1,,,,0,,,,,images/1 (2200).jpg,Fn+1,Fn,,0,0,0,,100896,,,initialTest_response,17,17,0,115,9223,,0.16,67,image-keyboard-response,0,1,0,"tested only, not in next trial",,,,2562
100896,62eRraPRp0KHs4fIZbrR,No,,0,,,,2,r,,,,,,,3,,,,,1728,100896,,0.0-4.0,0,,,3,,,,,,,,,,,,,,,,,,,,,,769,,,,,,,,,,100896,True,,,,,,,8263,,0.14,4,fullscreen,,,,,,,,2562
100896,66w4RUoJKhN113ia12Wx,No,,0,False,,,2,r,,,,,,T_target,3,,,,,1728,100896,1 (403).jpg,0.0-8.0-2.0-0.24,0,True,True,3,,True,True,False,True,True,False,4,4,0,10,0,,,1,,,,,,,,,images/1 (403).jpg,B,B,,25,25,0,,100896,,,initial_study,29,29,0,454,12274,,0.21,259,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
100896,6F4VZpFJr8khplS6ZN5w,No,0,0,False,,,2,r,False,False,,,j,T_target,3,,,,,1728,100896,1 (1989).jpg,0.0-5.0-10.0-0.20,0,False,True,3,False,True,True,False,True,True,False,1,1,False,,0,,,1,,,,0,,,,,images/1 (1989).jpg,B,B,,25,25,0,,100896,,,initialTest_response,21,21,0,0,9310,,0.16,71,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
100896,6GXyOIxU5VTaWaqJVirq,No,,0,False,,,2,r,,,,,,T_nontarget,3,,,,,1728,100896,1 (101).jpg,0.0-7.0-2.0-0.28,0,True,True,3,,True,True,False,False,False,False,3,3,0,8,0,,,1,,,,,,,,,images/1 (101).jpg,A,A,,29,29,0,,100896,,,initial_study,0,0,0,353,11118,,0.19,187,image-keyboard-response,1,0,0,"studied only, not in trial",,,,2562
100896,6LQHpdFb6xs1pWpXMlVE,No,,0,False,,,2,r,,,,,,T_target,3,,,,,1728,100896,1 (653).jpg,0.0-8.0-2.0-0.8,0,False,True,3,,True,True,False,True,True,False,4,4,0,,0,,,1,,,,,,,,,images/1 (653).jpg,B,B,,9,9,0,,100896,,,initial_study,7,7,0,0,12090,,0.21,243,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
100896,6NVXlIbOK5jSGAr8o1sB,No,0,0,True,,,2,r,False,False,False,,f,T_foil,3,,,,,1728,100896,1 (754).jpg,0.0-7.0-10.0-0.3,0,False,False,3,False,False,False,False,True,False,True,3,2,3,,0,,,2,,,,0,,,,,images/1 (754).jpg,Fnn,Fnn,,0,0,0,,100896,,,initialTest_response,4,0,4,0,11373,,0.19,206,image-keyboard-response,0,1,1,"tested only, in next trial, from last trial",,,,2562
100896,6QcJZlLazBQXwxk3FLy2,No,0,0,True,,,2,r,False,False,False,,f,T_foil,3,,,,,1728,100896,1 (221).jpg,0.0-6.0-10.0-0.24,0,True,False,3,False,False,True,False,True,True,True,2,1,2,,0,,,2,,,,0,,,,,images/1 (221).jpg,Dn,Dn,,0,7,0,,100896,,,initialTest_response,25,7,25,150,10632,,0.18,151,image-keyboard-response,1,1,1,"current target, in next trial, from last trial",,,,2562
100896,6QeJVcYqcAYwwbMMYcdh,No,,0,False,,,2,r,,,,,,T_nontarget,3,,,,,1728,100896,1 (209).jpg,0.0-5.0-2.0-0.28,0,True,True,3,,True,True,False,False,False,False,1,1,0,10,0,,,1,,,,,,,,,images/1 (209).jpg,A,A,,29,29,0,,100896,,,initial_study,0,0,0,472,8678,,0.15,35,image-keyboard-response,1,0,0,"studied only, not in trial",,,,2562
100896,6UfgtRZULSaUEwP7ezoH,No,0,0,True,,,2,r,False,False,False,,f,T_foil,3,,,,,1728,100896,1 (1794).jpg,0.0-5.0-10.0-0.14,0,True,True,3,False,False,False,False,True,True,True,1,1,2,8,0,,,1,,,,0,,,,,images/1 (1794).jpg,Fnn+1,Fnn,,0,0,0,,100896,,,initialTest_response,15,15,6,357,9179,,0.16,65,image-keyboard-response,0,1,1,"tested only, in next trial",,,,2562
100896,6dylHUzQQwJaiXNUnGJL,No,0,0,True,,,2,r,False,,False,,f,T_foil,3,,,,,1728,100896,1 (234).jpg,0.0-6.0-10.0-0.0,0,False,False,3,False,False,True,False,True,False,True,2,1,2,,0,,,2,,,,0,,,,,images/1 (234).jpg,Cn,Cn,,0,24,0,,100896,,,initialTest_response,1,0,1,0,10077,,0.17,127,image-keyboard-response,1,0,1,"studied only, in next trial, from last trial",,,,2562
100896,6i92ZsqyELNPUOU02Pk8,No,,0,True,,,2,r,,,,,,T_target,3,,,,,1728,100896,1 (360).jpg,0.0-5.0-2.0-0.8,0,False,True,3,,True,True,False,True,True,True,1,1,2,,0,,,1,,,,,,,,,images/1 (360).jpg,Dn+1,Dn,,9,9,0,,100896,,,initial_study,2,2,27,0,8447,,0.15,15,image-keyboard-response,1,1,1,"current target, in next trial",,,,2562
100896,74RJVVZ68tFoRaXmYYO0,No,,0,False,,,2,r,,,,,,T_nontarget,3,,,,,1728,100896,1 (960).jpg,0.0-8.0-2.0-0.3,0,False,True,3,,True,True,False,False,False,False,4,4,0,,0,,,1,,,,,,,,,images/1 (960).jpg,A,A,,4,4,0,,100896,,,initial_study,0,0,0,0,12031,,0.21,238,image-keyboard-response,1,0,0,"studied only, not in trial",,,,2562
100896,7CpbBz0HU4fjjz6hWETO,No,,0,False,,,2,r,,,,,,T_target,3,,,,,1728,100896,1 (1251).jpg,0.0-8.0-2.0-0.12,0,True,True,3,,True,True,False,True,True,False,4,4,0,3,0,,,1,,,,,,,,,images/1 (1251).jpg,B,B,,13,13,0,,100896,,,initial_study,5,5,0,121,12137,,0.21,247,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
100896,7EySGbKnusKC8zFwz17m,No,,0,,,,2,r,,,,,,,3,,,,,1728,100896,,0.0-9.0-3.0-0.0,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,Summing up the digits as they appear,,,,,,,,100896,,,prompt,,,,,13570,,0.23,341,html-keyboard-response,,,,,,,,2562
100896,7F5drvR9wuLu2G2Asbqp,No,,0,True,,,2,r,,,,,,T_nontarget,3,,,,,1728,100896,1 (234).jpg,0.0-5.0-2.0-0.23,0,False,True,3,,True,True,False,False,False,True,1,1,2,,0,,,1,,,,,,,,,images/1 (234).jpg,Cn+1,Cn,,24,24,0,,100896,,,initial_study,0,0,1,0,8623,,0.15,30,image-keyboard-response,1,0,1,"studied only, in next trial",,,,2562
100896,7GZnFzvc7oBooGfyn3Lh,No,0,0,False,,,2,r,False,False,,,j,T_target,3,,,,,1728,100896,1 (127).jpg,0.0-6.0-10.0-0.11,0,True,True,3,False,True,True,False,True,True,False,2,2,False,,0,,,1,,,,0,,,,,images/1 (127).jpg,B,B,,23,23,0,,100896,,,initialTest_response,12,12,0,226,10330,,0.18,138,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
100896,7XudoAppKTZjaTbpGac3,No,0,0,False,,,2,r,False,False,,,j,T_target,3,,,,,1728,100896,1 (1980).jpg,0.0-7.0-10.0-0.28,0,True,True,3,False,True,True,False,True,True,False,3,3,False,,0,,,1,,,,0,,,,,images/1 (1980).jpg,B,B,,15,15,0,,100896,,,initialTest_response,29,29,0,96,11928,,0.20,231,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
100896,7x8V1EvRopUe7mobUE1V,No,,0,,,,2,r,,,,,,,3,,,,,1728,100896,,0.0-5.0-0.0-0.0-0.0,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,"

    <p style='text-align: justify;color: black;background: white;font: caption-;'>1. A list of 30 pictures will appear on the screen one at a time. Study the pictures as they appear.</p>
    <p style='text-align: justify;color: black;background: white;font: caption-;'>2. After a brief blank period, you will see a series of numbers. Add these numbers as they appear. When prompted with ""TYPE THE SUM,"" use the number keys to enter your answer.</p>
     
    <p style='text-align: justify; color: black; background: white; font: caption-;'> 
    3. Next, you will see a series of test pictures from the list you just studied. For each picture, press the <strong>""J""</strong> key if you recognize it as one you have seen in the current list. Press the <strong>""F""</strong> key if you donâ€™t recognize it as one from the current list. <br>   
      <strong>Accumulated accuracy will be displayed throughout the experiment. Please pay attention and try to get an averaged performance higher than 60% (chance level is 50%).</strong></p><br>
    <p style='text-align: justify; color: black; background: white; font: caption-;'>
    You will begin with a practice list, followed by nine formal test lists. <strong>For each test, respond based only on the list you JUST studied. If a picture appeared in a previous list but not the current one, press the <strong>""F""</strong> key.</strong>
    </p>

<p style='text-align: justify;color: black;background: white;font: caption-;'>Do not worry if you are unsure about some test pictures. This is normal, but please make your best guess.</p>
    <p style='text-align: justify;color: black;background: white;font: caption-;'>Press the ""Enter"" key to start the practice list.</p>
      
      ",,,,,,,,100896,,,instructions_practice,,,,,8335,,0.14,5,html-keyboard-response,,,,,,,,2562
100896,8EefV2u5ziAHxJG1cZpd,No,,0,True,,,2,r,,,,,,T_nontarget,3,,,,,1728,100896,1 (119).jpg,0.0-8.0-2.0-0.2,0,True,True,3,,True,True,False,False,False,True,4,4,5,10,0,,,1,,,,,,,,,images/1 (119).jpg,Cn+1,Cn,,3,3,0,,100896,,,initial_study,0,0,14,477,12018,,0.21,237,image-keyboard-response,1,0,1,"studied only, in next trial",,,,2562
100896,8VReBhMokVWKezYmwezx,No,,0,,,,2,r,,,,,,,3,,,,,1728,100896,,0.0-7.0-5.0-0.0,0,,,3,,,,,,,,3,,,,,,,,,1,,,,,,,9,,,9,,,,,100896,,57,digitPresentation,,,,,11167,,0.19,191,html-keyboard-response,,,,,,,,2562
100896,9QMvOUbZAx8EtLuh3Bvq,No,,0,False,,,2,r,,,,,,T_target,3,,,,,1728,100896,1 (2390).jpg,0.0-6.0-2.0-0.1,0,True,True,3,,True,True,False,True,True,False,2,2,0,9,0,,,1,,,,,,,,,images/1 (2390).jpg,B,B,,2,2,0,,100896,,,initial_study,9,9,0,420,9567,,0.16,84,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
100896,9UEPlJE7E7B4Sygji1aC,No,,0,False,,,2,r,,,,,,T_nontarget,3,,,,,1728,100896,1 (842).jpg,0.0-5.0-2.0-0.7,0,True,True,3,,True,True,False,False,False,False,1,1,0,10,0,,,1,,,,,,,,,images/1 (842).jpg,A,A,,8,8,0,,100896,,,initial_study,0,0,0,449,8436,,0.15,14,image-keyboard-response,1,0,0,"studied only, not in trial",,,,2562
100896,9WWNz7Qim418Grnasi8A,No,,0,,,,2,r,,,,,,,3,,,,,1728,100896,,0.0-6.0-9.0-0.0,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:60px;"">+</div>",,,,,,,,100896,,,fixation,,,,,10065,,0.17,126,html-keyboard-response,,,,,,,,2562
100896,9myKMHeAQaih2k77Txkc,No,0,0,False,,,2,r,False,False,,,j,T_target,3,,,,,1728,100896,1 (100).jpg,0.0-8.0-10.0-0.9,0,True,True,3,False,True,True,False,True,True,False,4,4,False,,0,,,1,,,,0,,,,,images/1 (100).jpg,B,B,,29,29,0,,100896,,,initialTest_response,10,10,0,419,12707,,0.22,288,image-keyboard-response,1,1,0,"current target, not in next trial",,,,2562
